cht_name,eng_name,id,typhoon_year,typhoon_route,born_location,hit_date,hit_count,warning_start,warning_end,warning_count,max_intensity,max_wind_speed,landind_location,moving_info,disaster_info,link,typhoon_sn,total_accu_rain_pic,daily_accu_rain_pic,typhoon_info_pdf,typhoon_route_pic,typhoon_alert_pdf
安迪,ANDY,198210,1982,4,"145.6, 11.4",1982年 07月 29日,1,海上 1982-07-26 15:40:00;陸上 1982-07-27 09:20:00,陸上 1982-07-29 22:40:00;海上 1982-07-30 09:10:00,16,強烈,60 (公尺/秒),成功至臺東間,形成後向西北西行進，於29日12時45分在臺東北方約10公里處登陸，由臺南北方出海(暴風圈籠罩全臺) ，再由金門北方進入大陸。,由於強度、位置及地形巧合，造成臺北地區罕有的持續性強風現象。全臺各地均有嚴重之災情，有多人傷亡失蹤。,---,198210-安迪,198210-安迪/各測站總雨量長條圖.png,198210-安迪/各測站連續24小時累積雨量長條圖.png,198210-安迪/颱風雨量綜合資訊.pdf,198210-安迪/颱風路徑圖.png,198210-安迪/颱風警報單.pdf
葛萊拉,CLARA,198119,1981,5,"132.7, 12.7",1981年 09月 20日,1,海上 1981-09-19 09:45:00;陸上 1981-09-19 16:00:00,陸上 1981-09-21 15:00:00;海上 1981-09-22 04:00:00,12,強烈,58 (公尺/秒),---,形成後向西北進行，經過呂宋島北部近海，仍向西北進行，由汕頭附近登陸。,各地無重大災情。,---,198119-葛萊拉,198119-葛萊拉/各測站總雨量長條圖.png,198119-葛萊拉/各測站連續24小時累積雨量長條圖.png,198119-葛萊拉/颱風雨量綜合資訊.pdf,198119-葛萊拉/颱風路徑圖.png,198119-葛萊拉/颱風警報單.pdf
艾妮絲,AGNES,198117,1981,1,"139.7, 17.3",1981年 08月 30日,1,海上 1981-08-29 16:00:00;陸上 1981-08-30 04:00:00,陸上 1981-08-31 08:45:00;海上 1981-08-31 15:00:00,9,中度,47 (公尺/秒),---,形成後向西北轉北進行，自宮古島附近通過後，經過上海近海，消失於東海。,雖未造成直接影響，但其所引起之西南氣流，導致中、南部地區有嚴重之水災(93水災)，有人員傷亡、失蹤。,---,198117-艾妮絲,198117-艾妮絲/各測站總雨量長條圖.png,198117-艾妮絲/各測站連續24小時累積雨量長條圖.png,198117-艾妮絲/颱風雨量綜合資訊.pdf,198117-艾妮絲/颱風路徑圖.png,198117-艾妮絲/颱風警報單.pdf
莫瑞,MAURY,198108,1981,1,"127.7, 20.2",1981年 07月 19日,1,海上 1981-07-18 15:50:00;陸上 1981-07-18 15:50:00,陸上 1981-07-20 08:15:00;海上 1981-07-20 08:15:00,8,輕度,30 (公尺/秒),---,形成後向西北轉西北西進行，通過石垣島後再轉向西行進，通過基隆與彭佳嶼間進入福州(暴風圈掠過臺灣中部以北地區)。,北部有嚴重的災情(發生水災)，有人員傷亡、失蹤。,---,198108-莫瑞,198108-莫瑞/各測站總雨量長條圖.png,198108-莫瑞/各測站連續24小時累積雨量長條圖.png,198108-莫瑞/颱風雨量綜合資訊.pdf,198108-莫瑞/颱風路徑圖.png,198108-莫瑞/颱風警報單.pdf
裘恩,JUNE,198105,1981,6,"130.7, 14.8",1981年 06月 20日,1,海上 1981-06-18 15:10:00;陸上 1981-06-18 21:30:00,陸上 1981-06-21 04:00:00;海上 1981-06-21 10:00:00,12,中度,38 (公尺/秒),宜蘭至花蓮間,形成後向西北轉北北西進行，於20日16時15分在宜蘭附近登陸，由桃園附近出海(暴風圈籠罩全臺)，轉向日本西南方海面逐漸遠離。,未造成嚴重災害，惟有人員死亡。,---,198105-裘恩,198105-裘恩/各測站總雨量長條圖.png,198105-裘恩/各測站連續24小時累積雨量長條圖.png,198105-裘恩/颱風雨量綜合資訊.pdf,198105-裘恩/颱風路徑圖.png,198105-裘恩/颱風警報單.pdf
艾克,IKE,198104,1981,9,"111.5, 17.3",1981年 06月 13日,1,海上 1981-06-12 15:00:00;陸上 1981-06-12 15:30:00,陸上 1981-06-13 21:00:00;海上 1981-06-14 04:45:00,8,輕度,30 (公尺/秒),高雄至恆春間,形成後向東北東進行，抵東沙島附近時向東北東轉東北進行，於13日10時35分在東港附近登陸，由臺東附近出海(暴風圈横掠全臺)，在臺灣東北部海面消失。,南部、東部地區災情嚴重，有人員傷亡、失蹤。,---,198104-艾克,198104-艾克/各測站總雨量長條圖.png,198104-艾克/各測站連續24小時累積雨量長條圖.png,198104-艾克/颱風雨量綜合資訊.pdf,198104-艾克/颱風路徑圖.png,198104-艾克/颱風警報單.pdf
貝蒂,BETTY,198021,1980,---,"153.4, 9.9",1980年 11月 06日,1,海上 1980-11-06 04:40:00;陸上 1980-11-06 04:40:00,陸上 1980-11-07 04:00:00;海上 1980-11-07 04:00:00,5,輕度,23 (公尺/秒),---,形成後向偏西進行，從呂宋島南南東方登陸，而由呂宋島北北西方出海，抵恆春東南方海面時轉向東北逐漸遠離。,---,---,198021-貝蒂,198021-貝蒂/各測站總雨量長條圖.png,198021-貝蒂/各測站連續24小時累積雨量長條圖.png,---,198021-貝蒂/颱風路徑圖.png,198021-貝蒂/颱風警報單.pdf
魏恩,WYNNE,198019,1980,---,"154.2, 7.0",1980年 10月 12日,1,海上 1980-10-10 15:30:00;陸上 1980-10-11 15:10:00,陸上 1980-10-12 15:40:00;海上 1980-10-13 04:00:00,11,強烈,65 (公尺/秒),---,形成後向西北西進行，抵臺灣東方海面向西北進行，經宮古島附近轉向北進行，撲向日本九州，逐漸遠離。,---,---,198019-魏恩,198019-魏恩/各測站總雨量長條圖.png,---,---,198019-魏恩/颱風路徑圖.png,198019-魏恩/颱風警報單.pdf
珀西,PERCY,198014,1980,4,"131.3, 17.1",1980年 09月 18日,1,海上 1980-09-15 15:00:00;陸上 1980-09-15 21:00:00,陸上 1980-09-19 03:00:00;海上 1980-09-19 03:00:00,15,強烈,60 (公尺/秒),臺東至恆春間,形成後向西北西進行，至呂宋島東北方海面呈打轉現象，再以向西北轉西北西進行，於18日8時左右經過恆春附近(暴風圈掠過中、南部)，隨後自汕頭東北方進入大陸。,東南部地區有嚴重的災情，有人員傷亡。,---,198014-珀西,198014-珀西/各測站總雨量長條圖.png,198014-珀西/各測站連續24小時累積雨量長條圖.png,198014-珀西/颱風雨量綜合資訊.pdf,198014-珀西/颱風路徑圖.png,198014-珀西/颱風警報單.pdf
諾瑞斯,NORRIS,198012,1980,2,"134.8, 18.2",1980年 08月 27日,1,海上 1980-08-26 15:30:00;陸上 1980-08-26 20:30:00,陸上 1980-08-28 14:30:00;海上 1980-08-28 14:30:00,9,中度,43 (公尺/秒),宜蘭至花蓮間,形成後向西北西進行，抵臺灣東方海面向西北進行，於27日23時17分在宜蘭附近登陸，由新竹附近出海，在福建省平潭島附近進入大陸(暴風圈經過全臺)。,中、北部地區災情較重，有人員傷亡、失蹤。解決了中、北部之乾旱問題。,---,198012-諾瑞斯,198012-諾瑞斯/各測站總雨量長條圖.png,198012-諾瑞斯/各測站連續24小時累積雨量長條圖.png,198012-諾瑞斯/颱風雨量綜合資訊.pdf,198012-諾瑞斯/颱風路徑圖.png,198012-諾瑞斯/颱風警報單.pdf
開梅,KIM,198009,1980,---,"139.7, 10.0",1980年 07月 26日,1,海上 1980-07-25 10:00:00,海上 1980-07-27 14:30:00,10,中度,45 (公尺/秒),---,形成後向西北西進行，穿越呂宋島東北部後，轉向西北行進，由汕頭西南方登陸。,---,---,198009-開梅,198009-開梅/各測站總雨量長條圖.png,---,---,198009-開梅/颱風路徑圖.png,198009-開梅/颱風警報單.pdf
寶佩,BABE,197106,1971,---,"119.0, 14.8",1971年 05月 05日,1,海上 1971-05-05 10:30:00,海上 1971-05-06 10:30:00,3,輕度,25 (公尺/秒),---,形成後向北北東轉東北進行，通過巴士海峽後逐漸遠離。,---,---,197106-寶佩,197106-寶佩/各測站總雨量長條圖.png,197106-寶佩/各測站連續24小時累積雨量長條圖.png,---,197106-寶佩/颱風路徑圖.png,197106-寶佩/颱風警報單.pdf
艾達,IDA,198007,1980,5,"136.5, 14.7",1980年 07月 10日,1,海上 1980-07-08 14:30:00;陸上 1980-07-09 05:00:00,陸上 1980-07-11 15:15:00;海上 1980-07-11 15:15:00,13,輕度,30 (公尺/秒),---,形成後向西北西進行，經過巴士海峽(暴風圈掠過南部)，隨後轉西北進行，由汕頭附近登陸。,僅南部發生海水倒灌，其餘地區未有災害。,---,198007-艾達,198007-艾達/各測站總雨量長條圖.png,198007-艾達/各測站連續24小時累積雨量長條圖.png,198007-艾達/颱風雨量綜合資訊.pdf,198007-艾達/颱風路徑圖.png,198007-艾達/颱風警報單.pdf
喬琪亞,GEORGIA,198005,1980,---,"115.8, 16.2",1980年 05月 24日,1,海上 1980-05-23 15:30:00,海上 1980-05-25 04:45:00,7,輕度,28 (公尺/秒),---,形成後向北北東進行，經東沙島西方海面，在汕頭附近登陸，沿海岸向東北進行，至福州附近消失。,---,---,198005-喬琪亞,198005-喬琪亞/各測站總雨量長條圖.png,---,---,198005-喬琪亞/颱風路徑圖.png,198005-喬琪亞/颱風警報單.pdf
狄普,TIP,197919,1979,---,"153.3, 7.3",1979年 10月 18日,1,海上 1979-10-15 16:00:00,海上 1979-10-18 14:10:00,13,強烈,58 (公尺/秒),---,形成後移至呂宋島東北方海面向西北轉北北西進行，至那霸南方近海轉向東北方遠離。,---,---,197919-狄普,---,---,---,197919-狄普/颱風路徑圖.png,197919-狄普/颱風警報單.pdf
奧文,OWEN,197915,1979,---,"136.2, 13.9",1979年 09月 26日,1,海上 1979-09-25 21:00:00,海上 1979-09-27 09:30:00,7,強烈,53 (公尺/秒),---,形成後向西北行進，至那霸南方海面時轉向東北方離去。,---,---,197915-奧文,---,---,---,197915-奧文/颱風路徑圖.png,197915-奧文/颱風警報單.pdf
茱廸,JUDY,197910,1979,---,"143.4, 13.8",1979年 08月 23日,1,海上 1979-08-22 05:00:00;陸上 1979-08-22 10:00:00,陸上 1979-08-24 04:45:00;海上 1979-08-24 10:00:00,10,強烈,58 (公尺/秒),---,形成後在宮古島東方近海，向西北西進行，進入浙江沿海而消失。,---,---,197910-茱廸,197910-茱廸/各測站總雨量長條圖.png,197910-茱廸/各測站連續24小時累積雨量長條圖.png,---,197910-茱廸/颱風路徑圖.png,197910-茱廸/颱風警報單.pdf
歐敏,IRVING,197909,1979,6,"128.5, 16.5",1979年 08月 14日,1,海上 1979-08-12 15:00:00;陸上 1979-08-12 21:30:00,陸上 1979-08-15 15:30:00;海上 1979-08-16 05:40:00,15,中度,40 (公尺/秒),---,形成時行徑不規則呈打轉現象，至呂宋島東北方海面時向北北西進行，經石垣島附近海面(暴風圈掠過東北部)後在韓國登陸而消失。,北部、東北部略有災情及有水患。,---,197909-歐敏,197909-歐敏/各測站總雨量長條圖.png,197909-歐敏/各測站連續24小時累積雨量長條圖.png,197909-歐敏/颱風雨量綜合資訊.pdf,197909-歐敏/颱風路徑圖.png,197909-歐敏/颱風警報單.pdf
賀璞,HOPE,197908,1979,5,"137.5, 16.8",1979年 08月 01日,1,海上 1979-07-31 16:15:00;陸上 1979-07-31 21:30:00,陸上 1979-08-02 09:10:00;海上 1979-08-02 15:05:00,9,強烈,67 (公尺/秒),---,形成後向西北西進行，經恆春附近海面(暴風圈掠過中、南部)，隨後在澳門附近登陸。,中、南部略有災情，有人員傷亡。,---,197908-賀璞,197908-賀璞/各測站總雨量長條圖.png,197908-賀璞/各測站連續24小時累積雨量長條圖.png,197908-賀璞/颱風雨量綜合資訊.pdf,197908-賀璞/颱風路徑圖.png,197908-賀璞/颱風警報單.pdf
戈登,GORDON,197907,1979,---,"128.7, 20.2",1979年 07月 28日,1,海上 1979-07-27 10:10:00;陸上 1979-07-27 10:10:00,陸上 1979-07-29 05:20:00;海上 1979-07-29 09:20:00,9,輕度,28 (公尺/秒),---,形成後向西北西進行，經恆春附近海面(暴風圈掠過南部)後，在汕頭附近登陸大陸。,---,---,197907-戈登,197907-戈登/各測站總雨量長條圖.png,197907-戈登/各測站連續24小時累積雨量長條圖.png,---,197907-戈登/颱風路徑圖.png,197907-戈登/颱風警報單.pdf
艾勒士,ELLIS,197905,1979,---,"131.9, 13.7",1979年 07月 04日,1,海上 1979-07-03 16:45:00;陸上 1979-07-03 22:05:00,陸上 1979-07-05 05:40:00;海上 1979-07-05 09:30:00,8,中度,45 (公尺/秒),---,形成後向西北轉西北西進行，經呂宋島北部近海仍向西北西進行，在廣東南部登陸消失。,---,---,197905-艾勒士,---,---,---,197905-艾勒士/颱風路徑圖.png,197905-艾勒士/颱風警報單.pdf
婀拉,ORA,197823,1978,6,"133.9, 17.2",1978年 10月 13日,1,海上 1978-10-11 15:30:00;陸上 1978-10-11 21:15:00,陸上 1978-10-14 09:00:00;海上 1978-10-14 09:00:00,12,中度,40 (公尺/秒),---,形成後向西北行進，至蘭嶼東方近海時曾一度打轉，隨後沿著東海岸北上，經彭佳嶼東方海面後再轉向東北，進入日本九州南方海面。,北部及東北部地區有嚴重水災，災情嚴重，有人員傷亡失蹤(因東北季風及颱風環流影響)。,---,197823-婀拉,197823-婀拉/各測站總雨量長條圖.png,197823-婀拉/各測站連續24小時累積雨量長條圖.png,197823-婀拉/颱風雨量綜合資訊.pdf,197823-婀拉/颱風路徑圖.png,197823-婀拉/颱風警報單.pdf
黛拉,DELLA,197812,1978,2,"125.2, 20.7",1978年 08月 13日,1,海上 1978-08-12 15:40:00;陸上 1978-08-12 15:40:00,陸上 1978-08-13 15:00:00;海上 1978-08-13 15:00:00,5,輕度,20 (公尺/秒),宜蘭至花蓮間,形成後向西北行進，於13日10時左右由宜蘭南方登陸後即消失，並由桃園外海之副低壓取代，於14時由馬祖進入大陸(暴風圈掠過東部及東北部)。,未有災害。,---,197812-黛拉,197812-黛拉/各測站總雨量長條圖.png,197812-黛拉/各測站連續24小時累積雨量長條圖.png,197812-黛拉/颱風雨量綜合資訊.pdf,197812-黛拉/颱風路徑圖.png,197812-黛拉/颱風警報單.pdf
卡門,CARMEN,197811,1978,---,"144.9, 16.2",1978年 08月 16日,1,海上 1978-08-15 08:30:00,海上 1978-08-16 15:00:00,6,中度,38 (公尺/秒),---,形成後向西北行進，於琉球那霸附近向西北西進行，進入東海後打轉72小時始向北北東侵襲韓國。,---,---,197811-卡門,---,---,---,197811-卡門/颱風路徑圖.png,197811-卡門/颱風警報單.pdf
范迪,WENDY,197808,1978,---,"136.2, 21.4",1978年 07月 29日,1,海上 1978-07-27 06:30:00;陸上 1978-07-28 09:00:00,陸上 1978-07-30 05:00:00;海上 1978-07-30 10:00:00,13,中度,40 (公尺/秒),---,形成後向西北進行，經過東海北部後轉向東北行進，進入日本海。,---,---,197808-范迪,---,---,---,197808-范迪/颱風路徑圖.png,197808-范迪/颱風警報單.pdf
羅絲,ROSE,197804,1978,3,"124.8, 18.8",1978年 06月 24日,1,海上 1978-06-23 15:00:00;陸上 1978-06-23 15:00:00,陸上 1978-06-25 05:00:00;海上 1978-06-25 05:00:00,7,輕度,20 (公尺/秒),成功(新港)至臺東間,形成後向西北西轉北北西進行，於24日20時15分在成功(新港)附近登陸後隨即消失(暴風圈掠過東南部)。,未有災害。,---,197804-羅絲,197804-羅絲/各測站總雨量長條圖.png,197804-羅絲/各測站連續24小時累積雨量長條圖.png,197804-羅絲/颱風雨量綜合資訊.pdf,197804-羅絲/颱風路徑圖.png,197804-羅絲/颱風警報單.pdf
芙勞西,FLOSSIE,196409,1964,---,"127.8, 25.3",1964年 07月 27日,1,海上 1964-07-26 22:20:00,海上 1964-07-27 16:45:00,3,輕度,30 (公尺/秒),---,形成後向西北進行，通過那霸與宮古島間，抵長江口附近再轉往韓國。,---,---,196409-芙勞西,196409-芙勞西/各測站總雨量長條圖.png,---,---,196409-芙勞西/颱風路徑圖.png,196409-芙勞西/颱風警報單.pdf
歐莉芙,OLIVE,197802,1978,---,"131.3, 9.3",1978年 04月 25日,1,海上 1978-04-24 14:45:00;陸上 1978-04-24 21:00:00,陸上 1978-04-25 20:45:00;海上 1978-04-26 04:00:00,7,中度,43 (公尺/秒),---,形成後向西北西進行，越過菲律賓中部後，在西沙島附近海面向東北進行，經恆春南方近海(暴風圈掠過臺灣南端)後，消失於琉球東方海面。,---,---,197802-歐莉芙,197802-歐莉芙/各測站總雨量長條圖.png,197802-歐莉芙/各測站連續24小時累積雨量長條圖.png,---,197802-歐莉芙/颱風路徑圖.png,197802-歐莉芙/颱風警報單.pdf
黛納,DINAH,197710,1977,---,"127.8, 21.4",1977年 09月 15日,2,海上 1977-09-15 10:30:00;陸上 1977-09-15 10:30:00,陸上 1977-09-16 21:00:00;海上 1977-09-17 05:00:00,8,中度,35 (公尺/秒),---,形成後向西南進行，通過呂宋島北部，進入南海呈滯留，於18日轉向東北，抵臺灣海峽南部後又呈滯留及打轉，21日下午西進通過東沙島南方後向西南進行，登陸越南東部。,---,---,197710-黛納,197710-黛納/各測站總雨量長條圖.png,197710-黛納/各測站連續24小時累積雨量長條圖.png,---,197710-黛納/颱風路徑圖.png,197710-黛納/颱風警報單.pdf
寶佩,BABE,197708,1977,---,"141.5, 8.9",1977年 09月 08日,1,海上 1977-09-07 16:00:00;陸上 1977-09-08 15:50:00,陸上 1977-09-09 10:00:00;海上 1977-09-09 15:30:00,9,強烈,65 (公尺/秒),---,形成後在呂宋島東方海面時向北北西進行，至琉球南方海面時，轉向北北東逐漸遠離。,---,---,197708-寶佩,---,---,---,197708-寶佩/颱風路徑圖.png,197708-寶佩/颱風警報單.pdf
愛美,AMY,197707,1977,7,"126.4, 31.2",1977年 08月 22日,1,海上 1977-08-18 22:00:00;陸上 1977-08-19 15:30:00,陸上 1977-08-22 21:00:00;海上 1977-08-22 21:00:00,17,輕度,21 (公尺/秒),高雄至恆春間,形成後呈不規則進行，通過巴士海峽，進入臺灣海峽南部呈現打轉，於22日15時左右於枋寮附近登陸消失，而另一中心在馬公附近發展後，通過中部由東北部出海(暴風圈掠過全臺)，進入東海後再增強侵襲日本九州。,未有災害。,---,197707-愛美,197707-愛美/各測站總雨量長條圖.png,197707-愛美/各測站連續24小時累積雨量長條圖.png,197707-愛美/颱風雨量綜合資訊.pdf,197707-愛美/颱風路徑圖.png,197707-愛美/颱風警報單.pdf
薇拉,VERA,197705,1977,2,"130.2, 25.5",1977年 07月 31日,1,海上 1977-07-28 21:30:00;陸上 1977-07-29 15:00:00,陸上 1977-08-01 09:00:00;海上 1977-08-01 16:00:00,16,強烈,55 (公尺/秒),彭佳嶼至宜蘭間,形成後向西南行進，至宮古島南方時轉向西北前進，呈V字型，於31日17時30分左右登陸基隆附近，由桃園新竹間出海，再由金門東北方近海登陸大陸(暴風圈掠過中部以北)。,造成北部地區嚴重災害，有人員傷亡、失蹤。,---,197705-薇拉,197705-薇拉/各測站總雨量長條圖.png,197705-薇拉/各測站連續24小時累積雨量長條圖.png,197705-薇拉/颱風雨量綜合資訊.pdf,197705-薇拉/颱風路徑圖.png,197705-薇拉/颱風警報單.pdf
